ROAD_NAME,district,address
新北市,台灣,台灣新北市鼎禮社區
漢生東路,板橋區,220台灣新北市板橋區漢生東路308號
國光路,板橋區,220台灣新北市板橋區國光路167號
國光路,板橋區,220台灣新北市板橋區國光路171-1號
板南路,中和區,235台灣新北市中和區板南路190-1號
板南路,中和區,235台灣新北市中和區板南路190-1號
板南路,中和區,235台灣新北市中和區板南路190-1號
板南路,中和區,235台灣新北市中和區板南路176號
板南路,中和區,235台灣新北市中和區板南路176號
板南路,中和區,235台灣新北市中和區板南路176號
和平路,板橋區,220台灣新北市板橋區和平路22號
互助街,板橋區,220台灣新北市板橋區互助街40號
板南路,中和區,235台灣新北市中和區板南路188號
板南路,中和區,235台灣新北市中和區板南路186號
互助街,板橋區,220台灣新北市板橋區互助街20號
板南路,中和區,235台灣新北市中和區板南路174號
中華路一段,新莊區,242台灣新北市新莊區中華路一段76號
中華路一段,新莊區,242台灣新北市新莊區中華路一段82號
中華路一段,新莊區,242台灣新北市新莊區中華路一段57號
自立街,新莊區,242台灣新北市新莊區自立街226號
自立街,新莊區,242台灣新北市新莊區自立街224號
自立街,新莊區,242台灣新北市新莊區自立街222號
大同路,三峽區,237台灣新北市三峽區大同路86號
雙十路一段,板橋區,220台灣新北市板橋區雙十路一段25號
板橋區,新北市,220台灣新北市板橋區永安公園
板橋區,新北市,220台灣新北市板橋區永安公園
三民路二段,板橋區,220台灣新北市板橋區三民路二段165號
三民路二段,板橋區,220台灣新北市板橋區三民路二段161號
三民路二段,板橋區,220台灣新北市板橋區三民路二段91號
三民路二段,板橋區,220台灣新北市板橋區三民路二段89號
三民路一段,板橋區,220台灣新北市板橋區三民路一段187號
三民路一段,板橋區,220台灣新北市板橋區三民路一段183號
三民路一段,板橋區,220台灣新北市板橋區三民路一段183號
北91鄉道,板橋區,220台灣新北市板橋區北91鄉道139號
北91鄉道,板橋區,220台灣新北市板橋區北91鄉道133號
北91鄉道,板橋區,220台灣新北市板橋區北91鄉道133號
北91鄉道,板橋區,220台灣新北市板橋區北91鄉道133號
中山路二段443巷,板橋區,220台灣新北市板橋區中山路二段443巷45號
中山路二段443巷,板橋區,220台灣新北市板橋區中山路二段443巷14號
中山路二段443巷,板橋區,220台灣新北市板橋區中山路二段443巷44號
中山路二段443巷,板橋區,220台灣新北市板橋區中山路二段443巷42號
大學路,三峽區,237台灣新北市三峽區大學路66-13號
莊敬路220巷,板橋區,220台灣新北市板橋區莊敬路220巷48號
莊敬路220巷,板橋區,220台灣新北市板橋區莊敬路220巷48號
民生路二段,板橋區,220台灣新北市板橋區民生路二段168號
莊敬路220巷,板橋區,220台灣新北市板橋區莊敬路220巷41號
板橋區,新北市,220台灣新北市板橋區新北市板橋區
莊敬路220巷,板橋區,220台灣新北市板橋區莊敬路220巷170號
莊敬路208巷8弄,板橋區,220台灣新北市板橋區莊敬路208巷8弄1號
民德路,中和區,235台灣新北市中和區民德路182號
大學路,三峽區,237台灣新北市三峽區大學路150之3號
新莊區,新北市,242台灣新北市新莊區光明路
6,中正路1巷,220台灣新北市板橋區中正路1巷6號秋風凱紀念園
中正路1巷,板橋區,220台灣新北市板橋區中正路1巷6號
中正路1巷,板橋區,220台灣新北市板橋區中正路1巷6號
中正路1巷,板橋區,220台灣新北市板橋區中正路1巷8號
中正路1巷,板橋區,220台灣新北市板橋區中正路1巷8號
中正路1巷,板橋區,220台灣新北市板橋區中正路1巷12號
樹林區,新北市,237台灣新北市樹林區龍埔國中
三陽路,三重區,241台灣新北市三重區三陽路46號
昌明街,新莊區,242台灣新北市新莊區昌明街78號
北88-1鄉道,土城區,236台灣新北市土城區北88-1鄉道165號
中華路,三重區,241台灣新北市三重區中華路3號
永福街197巷37弄,三重區,241台灣新北市三重區永福街197巷37弄20號
自由街,新莊區,242台灣新北市新莊區自由街52號
過圳街31巷,三重區,241台灣新北市三重區過圳街31巷9-1號
新北大道一段15巷,三重區,241台灣新北市三重區新北大道一段15巷28號
自由街,新莊區,242台灣新北市新莊區自由街52號
民生路一段,板橋區,220台灣新北市板橋區民生路一段89號
民生路一段,板橋區,220台灣新北市板橋區民生路一段89號
裕民路,土城區,236台灣新北市土城區裕民路2F/249-1號
裕民路,土城區,236台灣新北市土城區裕民路198號
裕民路,土城區,236台灣新北市土城區裕民路270號
樹林區,新北市,238台灣新北市樹林區南園
光明路,三峽區,"號, No. 1光明路三峽區新北市台灣 237"
福德二路,汐止區,221台灣新北市汐止區福德二路70號
國光路,永和區,234台灣新北市永和區國光路116號
豫溪街57巷10弄,永和區,234台灣新北市永和區豫溪街57巷10弄13號
文化三路二段,林口區,244台灣新北市林口區文化三路二段348號
文化三路二段,林口區,244台灣新北市林口區文化三路二段360號
福德南路,三重區,241台灣新北市三重區福德南路80-2號
福德南路,三重區,241台灣新北市三重區福德南路80-2號
中正路二段,淡水區,251台灣新北市淡水區中正路二段18號
382號,中正路,251台灣新北市淡水區中正路382號251
中正路一段87巷8弄,淡水區,251台灣新北市淡水區中正路一段87巷8弄31-1號
中正路一段87巷8弄,淡水區,251台灣新北市淡水區中正路一段87巷8弄29號
中正路二段,淡水區,251台灣新北市淡水區中正路二段18號
中正路二段,淡水區,251台灣新北市淡水區中正路二段69號
中正路二段,淡水區,251台灣新北市淡水區中正路二段69號
中正路一段87巷8弄,淡水區,251台灣新北市淡水區中正路一段87巷8弄29號
中正路一段87巷8弄,淡水區,251台灣新北市淡水區中正路一段87巷8弄29號
中正路二段,淡水區,251台灣新北市淡水區中正路二段18號
中正路二段,淡水區,251台灣新北市淡水區中正路二段18號
中正路二段,淡水區,251台灣新北市淡水區中正路二段18號
382號,中正路,251台灣新北市淡水區中正路382號251
中正路,淡水區,251台灣新北市淡水區中正路382號
中正路一段87巷8弄,淡水區,251台灣新北市淡水區中正路一段87巷8弄31-1號
中正路一段87巷8弄,淡水區,251台灣新北市淡水區中正路一段87巷8弄31-1號
中正路一段,淡水區,251台灣新北市淡水區中正路一段2號
中正路一段,淡水區,251台灣新北市淡水區中正路一段2號
西雲路,五股區,248台灣新北市五股區西雲路142號
中正路一段,淡水區,251台灣新北市淡水區中正路一段2號
中正路一段,淡水區,251台灣新北市淡水區中正路一段2號
漢生東路193巷,板橋區,220台灣新北市板橋區漢生東路193巷20號
大觀路二段,板橋區,220台灣新北市板橋區大觀路二段96號
三民路二段,板橋區,220台灣新北市板橋區三民路二段40-1號
瓊林路,新莊區,242台灣新北市新莊區瓊林路57-88號
瓊林路,新莊區,242台灣新北市新莊區瓊林路57-88號
瓊林路,新莊區,242台灣新北市新莊區瓊林路57-88號
瓊林路,新莊區,242台灣新北市新莊區瓊林路57-88號
環漢路三段,新莊區,242台灣新北市新莊區環漢路三段418號
龍濱路,三重區,241台灣新北市三重區龍濱路191號
埔新街,深坑區,222台灣新北市深坑區埔新街16號
埔新街,深坑區,222台灣新北市深坑區埔新街16號
千歲街,樹林區,238台灣新北市樹林區千歲街58號
千歲街,樹林區,238台灣新北市樹林區千歲街52號
長江街,汐止區,221台灣新北市汐止區長江街213號旁
長江街,汐止區,221台灣新北市汐止區長江街213號旁
長江街,汐止區,221台灣新北市汐止區長江街213號
8-12,建成路178巷,221台灣新北市汐止區建成路178巷8-12號汐止星光公園
8-12,建成路178巷,221台灣新北市汐止區建成路178巷8-12號汐止星光公園
8-12,建成路178巷,221台灣新北市汐止區建成路178巷8-12號汐止星光公園
8-12,建成路178巷,221台灣新北市汐止區建成路178巷8-12號汐止星光公園
8-12,建成路178巷,221台灣新北市汐止區建成路178巷8-12號汐止星光公園
8-12,建成路178巷,221台灣新北市汐止區建成路178巷8-12號汐止星光公園
保福路二段,永和區,234台灣新北市永和區保福路二段151號
8-12,建成路178巷,221台灣新北市汐止區建成路178巷8-12號汐止星光公園
8-12,建成路178巷,221台灣新北市汐止區建成路178巷8-12號汐止星光公園
8-12,建成路178巷,221台灣新北市汐止區建成路178巷8-12號汐止星光公園
8-12,建成路178巷,221台灣新北市汐止區建成路178巷8-12號汐止星光公園
新泰路357巷3弄,新莊區,242台灣新北市新莊區新泰路357巷3弄39號
新泰路357巷3弄,新莊區,242台灣新北市新莊區新泰路357巷3弄39號
新泰路357巷5弄,新莊區,242台灣新北市新莊區新泰路357巷5弄8號
"Section 2, Zhonghuan Road",新莊區,"No. 10, Section 2, Zhonghuan Road, 新莊區新北市台灣 242"
"Section 2, Zhonghuan Road",新莊區,"No. 10, Section 2, Zhonghuan Road, 新莊區新北市台灣 242"
"Section 2, Zhonghuan Road",新莊區,"No. 10, Section 2, Zhonghuan Road, 新莊區新北市台灣 242"
"Section 2, Zhonghuan Road",新莊區,"No. 10, Section 2, Zhonghuan Road, 新莊區新北市台灣 242"
快速公路五股土城線,新莊區,242台灣新北市新莊區快速公路五股土城線24號
"Section 2, Zhonghuan Road",新莊區,"No. 417, Section 2, Zhonghuan Road, 新莊區新北市台灣 242"
立信一街,新莊區,242台灣新北市新莊區立信一街45號
中環路三段,新莊區,242台灣新北市新莊區中環路三段19號
立信三街,新莊區,242台灣新北市新莊區立信三街25-3號
中環路三段,新莊區,242台灣新北市新莊區中環路三段18號
中環路三段,新莊區,242台灣新北市新莊區中環路三段18號
中環路三段,新莊區,242台灣新北市新莊區中環路三段18號
中環路三段,新莊區,242台灣新北市新莊區中環路三段18號
中環路三段,新莊區,242台灣新北市新莊區中環路三段18號
中環路三段,新莊區,242台灣新北市新莊區中環路三段18號
中環路三段,新莊區,242台灣新北市新莊區中環路三段18號
中環路三段,新莊區,242台灣新北市新莊區中環路三段18號
中環路三段,新莊區,242台灣新北市新莊區中環路三段18號
區運路,板橋區,220台灣新北市板橋區區運路9號
光復路一段61巷,三重區,241台灣新北市三重區光復路一段61巷28-1號
過圳街,三重區,241台灣新北市三重區過圳街42之17號
過圳街,三重區,241台灣新北市三重區過圳街42之17號
東順街,樹林區,238台灣新北市樹林區東順街39號
東順街,樹林區,238台灣新北市樹林區東順街39號
三陽路134巷,三重區,241台灣新北市三重區三陽路134巷1號
海山路,板橋區,220台灣新北市板橋區海山路37-1號
海山路,板橋區,220台灣新北市板橋區海山路37-1號
108縣道,三重區,241台灣新北市三重區108縣道152號
仁愛路,土城區,"號, No. 46仁愛路土城區新北市台灣 236"
仁愛路,土城區,"號, No. 46仁愛路土城區新北市台灣 236"
復興路,汐止區,221台灣新北市汐止區復興路12號
復興路,汐止區,221台灣新北市汐止區復興路8號
復興路,汐止區,221台灣新北市汐止區復興路8號
滿平街136巷8弄,板橋區,220台灣新北市板橋區滿平街136巷8弄11號
雨農路,板橋區,220台灣新北市板橋區雨農路17號
雨農路,板橋區,220台灣新北市板橋區雨農路17號
雨農路,板橋區,220台灣新北市板橋區雨農路18號
文化路217巷,鶯歌區,239台灣新北市鶯歌區文化路217巷20號
文化路217巷,鶯歌區,239台灣新北市鶯歌區文化路217巷20號
文化路217巷,鶯歌區,239台灣新北市鶯歌區文化路217巷20號
文化路217巷,鶯歌區,239台灣新北市鶯歌區文化路217巷20號
文化路217巷,鶯歌區,239台灣新北市鶯歌區文化路217巷20號
文化路217巷,鶯歌區,239台灣新北市鶯歌區文化路217巷20號
民生街61巷6弄,三重區,241台灣新北市三重區民生街61巷6弄14號
民生街61巷6弄,三重區,241台灣新北市三重區民生街61巷6弄14號
新北大道一段,三重區,241台灣新北市三重區新北大道一段6號
學成路,土城區,236台灣新北市土城區學成路118號
溪頭街,板橋區,220台灣新北市板橋區溪頭街241號
成泰路一段,五股區,248台灣新北市五股區成泰路一段103號
國慶路,板橋區,"號, No. 8國慶路板橋區新北市台灣 220"
和平路,板橋區,220台灣新北市板橋區和平路4-2號
和平路,板橋區,220台灣新北市板橋區和平路4-5號
和平路,板橋區,220台灣新北市板橋區和平路4-5號
光復路二段,三重區,241台灣新北市三重區光復路二段47-5號
忠孝路,板橋區,220台灣新北市板橋區忠孝路191號
忠孝路201巷,板橋區,220台灣新北市板橋區忠孝路201巷1號
汐止區,新北市,221台灣新北市汐止區山光樟樹二路330巷口
長榮路,蘆洲區,247台灣新北市蘆洲區長榮路468號
學府路一段,土城區,236台灣新北市土城區學府路一段239號
三重區,新北市,241台灣新北市三重區信賢街
信賢街,三重區,241台灣新北市三重區信賢街25號
溪頭街,板橋區,220台灣新北市板橋區溪頭街241號
仁愛街,蘆洲區,247台灣新北市蘆洲區仁愛街102-號
學成路,土城區,236台灣新北市土城區學成路96號
文化路217巷,鶯歌區,239台灣新北市鶯歌區文化路217巷20號
文化路217巷,鶯歌區,239台灣新北市鶯歌區文化路217巷20號
文化路217巷,鶯歌區,239台灣新北市鶯歌區文化路217巷20號
三民路一段,板橋區,220台灣新北市板橋區三民路一段73號
文化路217巷,鶯歌區,239台灣新北市鶯歌區文化路217巷20號
文化路217巷,鶯歌區,239台灣新北市鶯歌區文化路217巷20號
文化路217巷,鶯歌區,239台灣新北市鶯歌區文化路217巷20號
文化路217巷,鶯歌區,239台灣新北市鶯歌區文化路217巷20號
文化路217巷,鶯歌區,239台灣新北市鶯歌區文化路217巷20號
正義北路,三重區,241台灣新北市三重區正義北路143號
文化二路一段,林口區,244台灣新北市林口區文化二路一段66-3號
永利路322巷,永和區,234台灣新北市永和區永利路322巷17號
正義北路,三重區,241台灣新北市三重區正義北路90號
正義北路,三重區,241台灣新北市三重區正義北路284-1號
正義北路,三重區,241台灣新北市三重區正義北路296號
正義北路,三重區,241台灣新北市三重區正義北路136號
正義北路,三重區,241台灣新北市三重區正義北路8號
清水路,土城區,236台灣新北市土城區清水路81號
仁愛路,土城區,236台灣新北市土城區仁愛路18號
中華路,三峽區,237台灣新北市三峽區中華路96號
中華路,三峽區,237台灣新北市三峽區中華路100號
景安路,中和區,235台灣新北市中和區景安路212號
景安路,中和區,235台灣新北市中和區景安路212號
永貞路,永和區,234台灣新北市永和區永貞路182號
永貞路,永和區,234台灣新北市永和區永貞路194號
永貞路,永和區,234台灣新北市永和區永貞路194號
順風路,土城區,236台灣新北市土城區順風路10號
永和區,新北市,234台灣新北市永和區仁愛路一
仁愛路,永和區,234台灣新北市永和區仁愛路117號
74號,中信街,242台灣新北市新莊區中信街74號黃城公園
中山二路,蘆洲區,247台灣新北市蘆洲區中山二路162之1號
信義路,永和區,234台灣新北市永和區信義路32號
民安西路,新莊區,242台灣新北市新莊區民安西路426號
三民路二段,板橋區,220台灣新北市板橋區三民路二段110-1號
文化路二段182巷,板橋區,220台灣新北市板橋區文化路二段182巷18號
新北市,台灣,220台灣新北市板橋區New Taipei City Art Center
新北市,台灣,220台灣新北市板橋區New Taipei City Art Center
民權路,板橋區,220台灣新北市板橋區民權路117號
懷德街201巷,板橋區,220台灣新北市板橋區懷德街201巷28號
北64鄉道,蘆洲區,247台灣新北市蘆洲區北64鄉道235號
建安街,新莊區,242台灣新北市新莊區建安街20號
光環路一段,板橋區,220台灣新北市板橋區光環路一段27號
北66鄉道,新莊區,242台灣新北市新莊區北66鄉道714號
三重區,新北市,241台灣新北市三重區新北市三重區吉祥街72號
三重區,新北市,241台灣新北市三重區新北市三重區吉祥街72號
立德街,中和區,"號, No. 121立德街中和區新北市台灣 235"
立德街,中和區,"號, No. 121立德街中和區新北市台灣 235"
中正路一段,三峽區,237台灣新北市三峽區中正路一段160號
民安西路,新莊區,242台灣新北市新莊區民安西路15號
忠孝路,板橋區,220台灣新北市板橋區忠孝路206號
頭前路,新莊區,242台灣新北市新莊區頭前路122號
三重區,新北市,241台灣新北市三重區義天宮
莒光路,中和區,235台灣新北市中和區莒光路160-2號
莒光路,中和區,235台灣新北市中和區莒光路160-2號
大觀路一段28巷,板橋區,220台灣新北市板橋區大觀路一段28巷106-3號
台3線,土城區,236台灣新北市土城區台3線253號
板橋區,新北市,220台灣新北市板橋區海山高中
學府路二段,土城區,236台灣新北市土城區學府路二段214號
板橋區,新北市,220台灣新北市板橋區海山高中
漢生東路,板橋區,220台灣新北市板橋區漢生東路280號
寶林路,林口區,244台灣新北市林口區寶林路23號
建國路,新店區,231台灣新北市新店區建國路276號
寶林路,林口區,244台灣新北市林口區寶林路23號
文化二路一段,林口區,244台灣新北市林口區文化二路一段535號
勝利路,中和區,235台灣新北市中和區勝利路13號
民族路219巷,板橋區,220台灣新北市板橋區民族路219巷100號
民族路219巷,板橋區,220台灣新北市板橋區民族路219巷100號
中央路,蘆洲區,247台灣新北市蘆洲區中央路97號
中央路,蘆洲區,247台灣新北市蘆洲區中央路99號
中央路,蘆洲區,247台灣新北市蘆洲區中央路103號
國慶路,板橋區,220台灣新北市板橋區國慶路132號
國慶路,板橋區,220台灣新北市板橋區國慶路155號
中央路,蘆洲區,247台灣新北市蘆洲區中央路178號
寶林路,林口區,244台灣新北市林口區寶林路35號
國慶路,板橋區,220台灣新北市板橋區國慶路159號
國慶路,板橋區,220台灣新北市板橋區國慶路159號
海山路,板橋區,220台灣新北市板橋區海山路1-2號
海山路,板橋區,220台灣新北市板橋區海山路1-2號
中央路,蘆洲區,247台灣新北市蘆洲區中央路178號
中央路,蘆洲區,247台灣新北市蘆洲區中央路143號
中央路,蘆洲區,247台灣新北市蘆洲區中央路143號
寶中路,新店區,231台灣新北市新店區寶中路76號
國慶路,板橋區,220台灣新北市板橋區國慶路128號
仁愛路,永和區,234台灣新北市永和區仁愛路251號
民安東路,新莊區,242台灣新北市新莊區民安東路187號
國慶路,板橋區,220台灣新北市板橋區國慶路16號
國慶路,板橋區,220台灣新北市板橋區國慶路123號
和平路,板橋區,220台灣新北市板橋區和平路31號
國慶路,板橋區,220台灣新北市板橋區國慶路123號
國慶路,板橋區,220台灣新北市板橋區國慶路123號
國慶路,板橋區,220台灣新北市板橋區國慶路125號
國慶路,板橋區,220台灣新北市板橋區國慶路128號
國慶路,板橋區,220台灣新北市板橋區國慶路135號
中正路,板橋區,220台灣新北市板橋區中正路400號
華順街,中和區,23541台灣新北市中和區華順街71號
108縣道,三重區,241台灣新北市三重區108縣道8號
安和路,中和區,235台灣新北市中和區安和路203號
中山路二段,樹林區,238台灣新北市樹林區中山路二段128號
中正路,板橋區,220台灣新北市板橋區中正路388號
中正路,板橋區,220台灣新北市板橋區中正路388號
中正路,板橋區,220台灣新北市板橋區中正路388號
公館街,板橋區,220台灣新北市板橋區公館街256號
環河東路四段,永和區,234台灣新北市永和區環河東路四段110號
中正路,板橋區,220台灣新北市板橋區中正路390號
新北市,台灣,220台灣新北市板橋區Banqiao Junior High School
新北市,台灣,220台灣新北市板橋區Banqiao Junior High School
中正路,板橋區,220台灣新北市板橋區中正路439號
中正路,板橋區,220台灣新北市板橋區中正路388號
中正路,板橋區,220台灣新北市板橋區中正路388號
中正路,板橋區,220台灣新北市板橋區中正路388號
中正路,板橋區,220台灣新北市板橋區中正路388號
中正路,板橋區,220台灣新北市板橋區中正路392號
貴陽街,泰山區,243台灣新北市泰山區貴陽街82號
安溪路,三峽區,237台灣新北市三峽區安溪路35號
中正路,板橋區,220台灣新北市板橋區中正路404號
中正路,板橋區,220台灣新北市板橋區中正路388號
中正路,板橋區,220台灣新北市板橋區中正路394號
中正路,板橋區,220台灣新北市板橋區中正路406號
107縣道,樹林區,238台灣新北市樹林區107縣道28號
貴陽街,泰山區,243台灣新北市泰山區貴陽街78號
貴陽街72巷,泰山區,243台灣新北市泰山區貴陽街72巷2號
中正路,板橋區,220台灣新北市板橋區中正路408號
學府路二段,土城區,236台灣新北市土城區學府路二段99號
學府路二段,土城區,236台灣新北市土城區學府路二段97號
北門街,板橋區,220台灣新北市板橋區北門街38號
信賢街,三重區,241台灣新北市三重區信賢街23-25號
北門街,板橋區,220台灣新北市板橋區北門街1巷1號
北門街,板橋區,220台灣新北市板橋區北門街1巷1號
北門街,板橋區,220台灣新北市板橋區北門街25-2號
安和路,中和區,235台灣新北市中和區安和路77號
碧華街294巷,三重區,241台灣新北市三重區碧華街294巷24號
碧華街294巷,三重區,241台灣新北市三重區碧華街294巷24號
北新路,淡水區,251台灣新北市淡水區北新路80號
北新路,淡水區,251台灣新北市淡水區北新路76號
明志路一段,泰山區,243台灣新北市泰山區明志路一段111號
三民路二段正隆巷,板橋區,220台灣新北市板橋區三民路二段正隆巷52號
三民路二段正隆巷,板橋區,220台灣新北市板橋區三民路二段正隆巷52號
三民路二段正隆巷,板橋區,"號, No. 48三民路二段正隆巷板橋區新北市台灣 220"
三民路二段正隆巷,板橋區,"號, No. 48三民路二段正隆巷板橋區新北市台灣 220"
三民路二段正隆巷,板橋區,"號, No. 48三民路二段正隆巷板橋區新北市台灣 220"
三民路二段正隆巷,板橋區,220台灣新北市板橋區三民路二段正隆巷41號
光明街,鶯歌區,239台灣新北市鶯歌區光明街81號
自立街,新莊區,242台灣新北市新莊區自立街212號
三重區,新北市,241台灣新北市三重區信賢街
信賢街,三重區,241台灣新北市三重區信賢街23-25號
中正路379巷,板橋區,220台灣新北市板橋區中正路379巷76號
中正路379巷,板橋區,220台灣新北市板橋區中正路379巷76號
安和路,中和區,235台灣新北市中和區安和路151號
福樂街,新莊區,242台灣新北市新莊區福樂街56號
福樂街,新莊區,242台灣新北市新莊區福樂街46號
環河西路五段,板橋區,220台灣新北市板橋區環河西路五段600號
環河西路五段,板橋區,220台灣新北市板橋區環河西路五段600號
環河西路五段,板橋區,220台灣新北市板橋區環河西路五段600號
環河西路五段,板橋區,220台灣新北市板橋區環河西路五段600號
板橋區,新北市,220台灣新北市板橋區環河西路五段
福樂街,新莊區,242台灣新北市新莊區福樂街40號
文程路,泰山區,243台灣新北市泰山區文程路151號
中正路379巷,板橋區,220台灣新北市板橋區中正路379巷76號
文程路,泰山區,243台灣新北市泰山區文程路153號
北64鄉道,蘆洲區,247台灣新北市蘆洲區北64鄉道199號
仁愛街141巷,三重區,241台灣新北市三重區仁愛街141巷23號
板橋區,新北市,220台灣新北市板橋區民生溪頭路口
板橋區,新北市,220台灣新北市板橋區民生溪頭路口
中正路95巷,新店區,231台灣新北市新店區中正路95巷21號
溪頭街,板橋區,220台灣新北市板橋區溪頭街241號
干城路,板橋區,220台灣新北市板橋區干城路21號
干城路,板橋區,220台灣新北市板橋區干城路21號
北103鄉道,新店區,231台灣新北市新店區北103鄉道112號
新北市,台灣,220台灣新北市板橋區Wende Elementary School(Gongguan St.)
新店區,新北市,231台灣新北市新店區湯泉櫻花(中山路口)
中正北路,三重區,241台灣新北市三重區中正北路310號
中正北路,三重區,241台灣新北市三重區中正北路164號
新樹路699巷,新莊區,242台灣新北市新莊區新樹路699巷79-22號
寶慶街58巷,新店區,231台灣新北市新店區寶慶街58巷12號
光明路,三峽區,"號, No. 1光明路三峽區新北市台灣 237"
北新路一段,新店區,231台灣新北市新店區北新路一段150號
三重區,新北市,241台灣新北市三重區果菜市場
三民街155巷,三重區,241台灣新北市三重區三民街155巷8-29號
新北市,台灣,241台灣新北市三重區San-Chung Commercial and Industrial Vocational High School
寶橋路235巷,新店區,231台灣新北市新店區寶橋路235巷3號
安康路一段,新店區,231台灣新北市新店區安康路一段355-3號
永安南路二段,蘆洲區,247台灣新北市蘆洲區永安南路二段136號
忠孝路,蘆洲區,247台灣新北市蘆洲區忠孝路47號
自強路一段,三重區,241台灣新北市三重區自強路一段153號
光復路二段,三重區,241台灣新北市三重區光復路二段21號
光復路二段,三重區,241台灣新北市三重區光復路二段34號
昌明街,新莊區,242台灣新北市新莊區昌明街54號
忠孝路一段,三重區,241台灣新北市三重區忠孝路一段50號
北88鄉道,土城區,236台灣新北市土城區北88鄉道141號
北88鄉道,土城區,236台灣新北市土城區北88鄉道137號
北88鄉道,土城區,236台灣新北市土城區北88鄉道133號
三張街149巷,三重區,241台灣新北市三重區三張街149巷30號
學勤路,樹林區,238台灣新北市樹林區學勤路699號
光榮路,蘆洲區,247台灣新北市蘆洲區光榮路8號
新北市,台灣,241台灣新北市三重區San-Chung Commercial and Industrial Vocational High School
大雅路,樹林區,238台灣新北市樹林區大雅路49號
永和區,新北市,234台灣新北市永和區永利路
永利路,永和區,234台灣新北市永和區永利路42號
昌明街,新莊區,242台灣新北市新莊區昌明街42號
文化二路一段,林口區,244台灣新北市林口區文化二路一段90-1號
北103鄉道,新店區,231台灣新北市新店區北103鄉道81號
北103鄉道,新店區,231台灣新北市新店區北103鄉道81號
中正路,新店區,231台灣新北市新店區中正路167號
北101鄉道,新店區,231台灣新北市新店區北101鄉道163號
北101鄉道,新店區,231台灣新北市新店區北101鄉道166號
北101鄉道,新店區,231台灣新北市新店區北101鄉道172號
北101鄉道,新店區,231台灣新北市新店區北101鄉道172號
中正路,新店區,231台灣新北市新店區中正路174號
北101鄉道,新店區,231台灣新北市新店區北101鄉道389號
中正路,樹林區,238台灣新北市樹林區中正路102-1號
北103鄉道,新店區,231台灣新北市新店區北103鄉道100號
中興路一段,新店區,231台灣新北市新店區中興路一段70號1 樓
北103鄉道,新店區,231台灣新北市新店區北103鄉道327號
北103鄉道,新店區,231台灣新北市新店區北103鄉道327號
北103鄉道,新店區,231台灣新北市新店區北103鄉道321號
中正路,新店區,231台灣新北市新店區中正路263之5號
中正路,新店區,231台灣新北市新店區中正路330號
中正路,新店區,231台灣新北市新店區中正路330號
中正路,新店區,231台灣新北市新店區中正路299號
永和區,新北市,234台灣新北市永和區民本里[新巴士]
新店區,新北市,231台灣新北市新店區臺灣銀行
保生路,永和區,234台灣新北市永和區保生路63號
仁愛路186巷,永和區,234台灣新北市永和區仁愛路186巷188號
中山路三段,樹林區,238台灣新北市樹林區中山路三段42號
三民路,新店區,231台灣新北市新店區三民路86號
環河東路四段,永和區,234台灣新北市永和區環河東路四段127號
三民路,新店區,231台灣新北市新店區三民路72號
108縣道,三重區,241台灣新北市三重區108縣道304號
中和路,永和區,234台灣新北市永和區中和路605-1號
國光路,永和區,234台灣新北市永和區國光路28號
三民路,新店區,231台灣新北市新店區三民路19號
莒光路,中和區,235台灣新北市中和區莒光路11號
建國路99巷,新店區,231台灣新北市新店區建國路99巷1-1號
永利路,永和區,234台灣新北市永和區永利路135號
永利路,永和區,234台灣新北市永和區永利路135號
建一路,中和區,235台灣新北市中和區建一路7號
中正北路,三重區,241台灣新北市三重區中正北路256號
中和區,新北市,235台灣新北市中和區華安街口
莒光路,中和區,235台灣新北市中和區莒光路260號
中和區,新北市,235台灣新北市中和區華安街口
仁愛路,永和區,234台灣新北市永和區仁愛路216號
仁愛路,永和區,234台灣新北市永和區仁愛路216號
建國路,新店區,231台灣新北市新店區建國路151號
建國路,新店區,231台灣新北市新店區建國路143號
昌明街14巷,新莊區,242台灣新北市新莊區昌明街14巷70號
昌明街,新莊區,242台灣新北市新莊區昌明街66號
保安路,永和區,234台灣新北市永和區保安路95號
國道路三段8巷,五股區,248台灣新北市五股區國道路三段8巷8號
三賢街,三重區,241台灣新北市三重區三賢街123號
水源路二段,汐止區,221台灣新北市汐止區水源路二段90號
水源路二段,汐止區,221台灣新北市汐止區水源路二段104號
明峰街,汐止區,221台灣新北市汐止區明峰街178號
中興路一段171巷,五股區,248台灣新北市五股區中興路一段171巷48號
中正北路,三重區,241台灣新北市三重區中正北路320號
中正北路,三重區,241台灣新北市三重區中正北路320號
仁愛街112巷,三重區,241台灣新北市三重區仁愛街112巷38號
仁愛街92巷,三重區,241台灣新北市三重區仁愛街92巷15號
龍形二街,八里區,249台灣新北市八里區龍形二街15號
林口區,新北市,244台灣新北市林口區文化三忠孝路口
明峰街,汐止區,221台灣新北市汐止區明峰街13號
新海路,板橋區,220台灣新北市板橋區新海路416號
龍形二街,八里區,249台灣新北市八里區龍形二街16號
龍形二街,八里區,249台灣新北市八里區龍形二街16號
連城路263巷,中和區,235台灣新北市中和區連城路263巷23號
龍形二街,八里區,249台灣新北市八里區龍形二街9號
龍形二街,八里區,249台灣新北市八里區龍形二街17號
龍形二街,八里區,249台灣新北市八里區龍形二街12號
龍形二街,八里區,249台灣新北市八里區龍形二街12號
